_dataorbit_sync_id,_dataorbit_synced_at,_dataorbit_is_deleted,hs_object_id,dealname,amount,dealstage,pipeline,closedate,createdate,hs_deal_stage_probability,hubspot_owner_id,associated_company_ids,properties
68cc4257-5b8d-4b98-84fc-d9abe97b7fe9,2026-03-27 17:33:21,False,HS-DEA-0000097,North Retail 37 - Campaign,70170.03,qualifiedtobuy,default,2024-10-26,2024-07-31 21:50:52,55,HS-OWN-0003,"[""HS-COMP-000037""]","{""service_line"":""Social""}"
7db1483b-3b3e-4330-baee-e0a18e7b31a9,2026-03-27 17:33:21,False,HS-DEA-0000098,North Retail 37 - Retainer,49142.31,closedwon,default,2026-05-17,2026-02-22 02:00:26,100,HS-OWN-0003,"[""HS-COMP-000037""]","{""service_line"":""Analytics""}"
2e3bdfbb-9c8c-48cd-8ce0-1861d69793ea,2026-03-27 17:33:21,False,HS-DEA-0000099,North Retail 37 - Rebuild,62591.18,appointmentscheduled,default,2025-12-30,2025-09-14 03:14:08,25,HS-OWN-0003,"[""HS-COMP-000037""]","{""service_line"":""SEO""}"
da6f714a-3b1a-4f07-a0b2-32328cd236e8,2026-03-27 17:33:21,False,HS-DEA-0000100,North Health 38 - Campaign,31235.91,closedlost,default,2026-02-06,2025-11-26 07:57:06,0,HS-OWN-0002,"[""HS-COMP-000038""]","{""service_line"":""Web Dev""}"
dddfb575-cbaa-4928-ac37-45ba95c78f5a,2026-03-27 17:33:21,False,HS-DEA-0000101,North Health 38 - Rebuild,14854.82,closedlost,default,2024-11-28,2024-08-18 23:57:36,0,HS-OWN-0002,"[""HS-COMP-000038""]","{""service_line"":""Analytics""}"
23939d27-2286-4168-b59a-bec39d223d68,2026-03-27 17:33:21,False,HS-DEA-0000102,North Health 38 - Retainer,14434.37,appointmentscheduled,default,2025-01-19,2024-10-05 03:42:45,25,HS-OWN-0002,"[""HS-COMP-000038""]","{""service_line"":""Web Dev""}"
d6eaa65a-7bb1-4c63-8d1d-193edea83ae3,2026-03-27 17:33:21,False,HS-DEA-0000103,Bright Health 39 - Growth,16878.69,closedlost,default,2025-08-28,2025-06-03 08:30:33,0,HS-OWN-0004,"[""HS-COMP-000039""]","{""service_line"":""Content""}"
c8838808-5121-4360-8b41-80bdcce282e5,2026-03-27 17:33:21,False,HS-DEA-0000104,Bright Health 39 - Growth,104327.59,closedwon,default,2025-06-27,2025-06-01 04:57:42,100,HS-OWN-0004,"[""HS-COMP-000039""]","{""service_line"":""Content""}"
01d1cd0c-4ece-4052-ad31-044e76347b70,2026-03-27 17:33:21,False,HS-DEA-0000105,Bright Health 39 - Retainer,88357.04,appointmentscheduled,default,2025-04-17,2025-02-12 03:32:04,25,HS-OWN-0004,"[""HS-COMP-000039""]","{""service_line"":""Email""}"
27877810-4d47-4b73-844f-2f5c63a4084c,2026-03-27 17:33:21,False,HS-DEA-0000106,Bright Health 39 - Rebuild,24492.7,closedlost,default,2025-06-11,2025-05-06 11:38:54,0,HS-OWN-0004,"[""HS-COMP-000039""]","{""service_line"":""Content""}"
6ba9caad-f600-47e1-ba19-f4ab175e8585,2026-03-27 17:33:21,False,HS-DEA-0000107,Bright Health 40 - Campaign,101785.54,closedwon,default,2024-06-05,2024-04-01 23:42:31,100,HS-OWN-0009,"[""HS-COMP-000040""]","{""service_line"":""Analytics""}"
fb87d984-960c-40d9-928d-0f5cfb6e7364,2026-03-27 17:33:21,False,HS-DEA-0000108,Bright Health 40 - Retainer,43494.67,closedlost,default,2026-03-24,2026-01-26 10:05:50,0,HS-OWN-0009,"[""HS-COMP-000040""]","{""service_line"":""Content""}"
3516c26b-9f2c-4aee-a4e9-e8f343cafa65,2026-03-27 17:33:21,False,HS-DEA-0000109,Bright Health 40 - Retainer,60086.12,qualifiedtobuy,default,2025-03-03,2024-12-01 19:11:15,55,HS-OWN-0009,"[""HS-COMP-000040""]","{""service_line"":""Web Dev""}"
896b6ea9-053e-4d15-a55e-2e461d4d686d,2026-03-27 17:33:21,False,HS-DEA-0000110,North Digital 41 - Retainer,82392.43,closedlost,default,2026-04-18,2025-12-23 20:10:49,0,HS-OWN-0001,"[""HS-COMP-000041""]","{""service_line"":""Social""}"
6e2380b1-6f09-4313-b963-8ce46ab9bd69,2026-03-27 17:33:21,False,HS-DEA-0000111,Nova Digital 42 - Campaign,69770.33,appointmentscheduled,default,2024-11-08,2024-08-03 22:19:48,25,HS-OWN-0007,"[""HS-COMP-000042""]","{""service_line"":""Analytics""}"
13822d5a-ce2b-4b58-9573-a029a9a1f9a9,2026-03-27 17:33:21,False,HS-DEA-0000112,Nova Digital 42 - Growth,17183.62,closedlost,default,2025-04-05,2024-12-10 06:57:58,0,HS-OWN-0007,"[""HS-COMP-000042""]","{""service_line"":""Content""}"
16987511-e423-41a1-a8a6-28c3348fdde3,2026-03-27 17:33:21,False,HS-DEA-0000113,Nova Digital 42 - Campaign,56264.53,qualifiedtobuy,default,2024-12-05,2024-09-16 03:57:21,55,HS-OWN-0007,"[""HS-COMP-000042""]","{""service_line"":""Web Dev""}"
8f1faa20-de0f-4383-84c1-eead206a142b,2026-03-27 17:33:21,False,HS-DEA-0000114,North Health 43 - Retainer,111941.08,qualifiedtobuy,default,2025-12-30,2025-09-04 16:20:52,55,HS-OWN-0002,"[""HS-COMP-000043""]","{""service_line"":""Email""}"
cd29249d-7890-45c8-ad51-237b4befb2ce,2026-03-27 17:33:21,False,HS-DEA-0000115,Bright Capital 44 - Growth,28665.22,qualifiedtobuy,default,2025-02-07,2025-01-23 17:58:48,55,HS-OWN-0007,"[""HS-COMP-000044""]","{""service_line"":""Email""}"
bc234e64-33a9-44be-9608-bafb5f2ad6cf,2026-03-27 17:33:21,False,HS-DEA-0000116,Bright Capital 44 - Retainer,47066.2,qualifiedtobuy,default,2024-10-09,2024-06-14 18:21:05,55,HS-OWN-0007,"[""HS-COMP-000044""]","{""service_line"":""Web Dev""}"
33b990b8-f71c-4420-9468-520a8723f793,2026-03-27 17:33:21,False,HS-DEA-0000117,Bright Capital 44 - Rebuild,65687.23,closedlost,default,2024-08-11,2024-06-24 05:49:49,0,HS-OWN-0007,"[""HS-COMP-000044""]","{""service_line"":""Email""}"
e31eab3a-9639-4bbc-9d0e-6c8a9f7d3a86,2026-03-27 17:33:21,False,HS-DEA-0000118,Bright Capital 44 - Rebuild,72505.54,closedlost,default,2025-04-26,2025-01-23 14:19:00,0,HS-OWN-0007,"[""HS-COMP-000044""]","{""service_line"":""Content""}"
a4c6a31c-ea39-41be-a5c4-8d4f65b16902,2026-03-27 17:33:21,False,HS-DEA-0000119,North Digital 45 - Growth,101828.3,closedwon,default,2024-08-21,2024-07-14 16:52:22,100,HS-OWN-0005,"[""HS-COMP-000045""]","{""service_line"":""Analytics""}"
27d9fc5b-16bc-4c7a-9307-1aa57dc35efe,2026-03-27 17:33:21,False,HS-DEA-0000120,North Digital 45 - Campaign,20701.49,closedlost,default,2025-01-16,2024-12-31 14:31:51,0,HS-OWN-0005,"[""HS-COMP-000045""]","{""service_line"":""Email""}"
46cd0842-379f-44cf-8dbd-164b062d4cf0,2026-03-27 17:33:21,False,HS-DEA-0000121,North Digital 45 - Campaign,52050.45,closedlost,default,2025-07-31,2025-04-24 07:36:12,0,HS-OWN-0005,"[""HS-COMP-000045""]","{""service_line"":""Web Dev""}"
41b3fc0c-96e2-4561-864b-dc4fc8f3ebd2,2026-03-27 17:33:21,False,HS-DEA-0000122,Nova Health 46 - Growth,39236.53,qualifiedtobuy,default,2025-03-20,2025-02-20 23:00:49,55,HS-OWN-0008,"[""HS-COMP-000046""]","{""service_line"":""Web Dev""}"
1c166f51-309a-4441-a4f9-2b6355de61fa,2026-03-27 17:33:21,False,HS-DEA-0000123,Nova Health 46 - Growth,55493.04,appointmentscheduled,default,2024-12-15,2024-10-17 20:47:12,25,HS-OWN-0008,"[""HS-COMP-000046""]","{""service_line"":""Analytics""}"
25a5aa17-15ce-4e84-9ae0-4c493fa64c8c,2026-03-27 17:33:21,False,HS-DEA-0000124,Bright Digital 47 - Growth,114525.69,closedwon,default,2025-02-03,2024-11-07 11:07:06,100,HS-OWN-0010,"[""HS-COMP-000047""]","{""service_line"":""Paid Media""}"
99e715fe-8e9d-4c56-88cb-b4cca040451d,2026-03-27 17:33:21,False,HS-DEA-0000125,Bright Digital 47 - Rebuild,110658.4,closedlost,default,2026-02-23,2025-10-31 08:19:26,0,HS-OWN-0010,"[""HS-COMP-000047""]","{""service_line"":""Analytics""}"
03edfff1-15ca-4db3-b2cb-f5fa0a46e1c9,2026-03-27 17:33:21,False,HS-DEA-0000126,Bright Digital 47 - Rebuild,33712.88,qualifiedtobuy,default,2025-09-19,2025-08-19 04:20:55,55,HS-OWN-0010,"[""HS-COMP-000047""]","{""service_line"":""Analytics""}"
8fb573bd-3752-4004-ac70-21144b7b273a,2026-03-27 17:33:21,False,HS-DEA-0000127,Blue Labs 48 - Growth,104924.39,appointmentscheduled,default,2025-03-05,2024-12-06 22:40:12,25,HS-OWN-0008,"[""HS-COMP-000048""]","{""service_line"":""Social""}"
d8b34c15-d2fd-4b9f-9c28-2401b66509d2,2026-03-27 17:33:21,False,HS-DEA-0000128,Blue Labs 48 - Campaign,102762.22,closedwon,default,2025-06-22,2025-03-18 19:40:09,100,HS-OWN-0008,"[""HS-COMP-000048""]","{""service_line"":""Paid Media""}"
fabe7f39-1fe7-4c2a-a6e9-8da0d56867cf,2026-03-27 17:33:21,False,HS-DEA-0000129,Blue Labs 48 - Rebuild,61892.22,qualifiedtobuy,default,2025-06-24,2025-02-24 10:41:01,55,HS-OWN-0008,"[""HS-COMP-000048""]","{""service_line"":""Analytics""}"
c742b3eb-da57-4d6f-8e7b-e75e029d80d1,2026-03-27 17:33:21,False,HS-DEA-0000130,Blue Labs 48 - Campaign,70106.34,qualifiedtobuy,default,2024-12-31,2024-11-03 00:06:50,55,HS-OWN-0008,"[""HS-COMP-000048""]","{""service_line"":""Analytics""}"
e26dec68-24bd-4fd2-a420-b846a929fd11,2026-03-27 17:33:21,False,HS-DEA-0000131,Prime Retail 49 - Rebuild,10955.54,qualifiedtobuy,default,2025-12-01,2025-08-25 20:53:52,55,HS-OWN-0001,"[""HS-COMP-000049""]","{""service_line"":""Social""}"
a326d365-996e-44e3-8014-7bb83d9561b3,2026-03-27 17:33:21,False,HS-DEA-0000132,Prime Retail 49 - Growth,54361.56,qualifiedtobuy,default,2026-01-11,2025-09-22 00:05:16,55,HS-OWN-0001,"[""HS-COMP-000049""]","{""service_line"":""Social""}"
7cebfbaa-a668-4bdb-94b1-c91e21199559,2026-03-27 17:33:21,False,HS-DEA-0000133,Prime Retail 49 - Retainer,59832.77,qualifiedtobuy,default,2024-06-24,2024-06-09 15:54:29,55,HS-OWN-0001,"[""HS-COMP-000049""]","{""service_line"":""Email""}"
f9270b13-6004-4a33-beb3-0a264a716c19,2026-03-27 17:33:21,False,HS-DEA-0000134,Nova Capital 50 - Retainer,106313.73,closedwon,default,2024-08-09,2024-06-15 21:22:18,100,HS-OWN-0009,"[""HS-COMP-000050""]","{""service_line"":""Web Dev""}"
2ef55a29-25a1-4e39-b38a-dc3c8547d4cd,2026-03-27 17:33:21,False,HS-DEA-0000135,Nova Digital 51 - Campaign,45426.6,closedlost,default,2025-10-14,2025-06-28 16:00:36,0,HS-OWN-0006,"[""HS-COMP-000051""]","{""service_line"":""Content""}"
5f81c1c1-b01c-481a-9505-06ace57b8073,2026-03-27 17:33:21,False,HS-DEA-0000136,Prime Retail 52 - Growth,61912.09,qualifiedtobuy,default,2026-03-22,2025-11-26 12:40:35,55,HS-OWN-0008,"[""HS-COMP-000052""]","{""service_line"":""Paid Media""}"
ef3f75a9-cb5b-4293-91a2-453508510eb9,2026-03-27 17:33:21,False,HS-DEA-0000137,Prime Retail 53 - Rebuild,36908.79,qualifiedtobuy,default,2024-09-03,2024-05-30 18:07:17,55,HS-OWN-0008,"[""HS-COMP-000053""]","{""service_line"":""SEO""}"
71bf1b86-147e-491a-a5c7-d82b8a28e9cc,2026-03-27 17:33:21,False,HS-DEA-0000138,Prime Retail 53 - Campaign,66684.87,qualifiedtobuy,default,2025-06-08,2025-04-28 20:57:58,55,HS-OWN-0008,"[""HS-COMP-000053""]","{""service_line"":""Email""}"
b939ba7e-1789-428d-a63f-1d2407f565be,2026-03-27 17:33:21,False,HS-DEA-0000139,Prime Retail 53 - Campaign,40669.49,appointmentscheduled,default,2025-11-22,2025-08-02 09:39:27,25,HS-OWN-0008,"[""HS-COMP-000053""]","{""service_line"":""Social""}"
2c120768-78e1-4b52-97a8-74670c94e0c1,2026-03-27 17:33:21,False,HS-DEA-0000140,Prime Retail 53 - Campaign,33115.17,appointmentscheduled,default,2026-02-28,2026-01-14 04:51:54,25,HS-OWN-0008,"[""HS-COMP-000053""]","{""service_line"":""SEO""}"
2fe4a359-1ac4-4199-8ab8-9d2bdc2744a5,2026-03-27 17:33:21,False,HS-DEA-0000141,Blue Retail 54 - Growth,86917.17,closedwon,default,2025-05-31,2025-05-08 14:54:22,100,HS-OWN-0004,"[""HS-COMP-000054""]","{""service_line"":""Web Dev""}"
205ed98a-4ef0-417c-802a-e7109f00448d,2026-03-27 17:33:21,False,HS-DEA-0000142,Blue Retail 54 - Retainer,11375.5,closedwon,default,2025-06-04,2025-03-16 07:03:26,100,HS-OWN-0004,"[""HS-COMP-000054""]","{""service_line"":""Content""}"
b40bc31f-7f86-4b51-8428-3743402f7ec6,2026-03-27 17:33:21,False,HS-DEA-0000143,Blue Retail 54 - Growth,107840.87,appointmentscheduled,default,2024-09-12,2024-07-27 22:01:35,25,HS-OWN-0004,"[""HS-COMP-000054""]","{""service_line"":""Paid Media""}"
177507ac-0b0d-4758-8f2b-fa3607f661f0,2026-03-27 17:33:21,False,HS-DEA-0000144,Nova Capital 55 - Campaign,42639.61,closedwon,default,2026-03-21,2026-01-29 09:34:00,100,HS-OWN-0001,"[""HS-COMP-000055""]","{""service_line"":""SEO""}"
4c32397a-cbba-410e-88f9-ce202fcf327e,2026-03-27 17:33:21,False,HS-DEA-0000145,Nova Capital 55 - Rebuild,69837.78,closedwon,default,2025-02-17,2025-01-08 06:42:40,100,HS-OWN-0001,"[""HS-COMP-000055""]","{""service_line"":""Social""}"
b1ed13b3-9618-4266-8024-f8a4b85d2244,2026-03-27 17:33:21,False,HS-DEA-0000146,Nova Capital 55 - Campaign,47351.47,closedlost,default,2025-09-08,2025-07-24 09:51:06,0,HS-OWN-0001,"[""HS-COMP-000055""]","{""service_line"":""Analytics""}"
983f6847-b5e5-4ab5-b6fc-5ae69fe924cf,2026-03-27 17:33:21,False,HS-DEA-0000147,Nova Capital 55 - Campaign,22315.13,qualifiedtobuy,default,2025-12-30,2025-11-20 09:07:06,55,HS-OWN-0001,"[""HS-COMP-000055""]","{""service_line"":""SEO""}"
dc292aa5-d8a0-492e-be59-d328d019e6b7,2026-03-27 17:33:21,False,HS-DEA-0000148,Nova Capital 56 - Campaign,108188.06,qualifiedtobuy,default,2024-06-27,2024-06-07 23:41:53,55,HS-OWN-0001,"[""HS-COMP-000056""]","{""service_line"":""Social""}"
a6fd80c4-5e41-4943-ae51-f73c9d1546b7,2026-03-27 17:33:21,False,HS-DEA-0000149,Nova Capital 56 - Growth,117073.8,closedlost,default,2026-04-24,2026-02-21 08:20:19,0,HS-OWN-0001,"[""HS-COMP-000056""]","{""service_line"":""Email""}"
1e1f25fe-a813-4a47-a839-9dc44e7f7b1c,2026-03-27 17:33:21,False,HS-DEA-0000150,Nova Capital 56 - Campaign,78279.8,qualifiedtobuy,default,2024-08-27,2024-06-09 23:14:25,55,HS-OWN-0001,"[""HS-COMP-000056""]","{""service_line"":""SEO""}"
5e7c3675-4b1b-49ec-aeab-8226f2c0b9f2,2026-03-27 17:33:21,False,HS-DEA-0000151,Nova Retail 57 - Rebuild,15398.4,appointmentscheduled,default,2025-05-09,2025-03-22 14:57:44,25,HS-OWN-0004,"[""HS-COMP-000057""]","{""service_line"":""Analytics""}"
1e7f2b96-087d-4aa9-b45c-bcd4ed3beb1f,2026-03-27 17:33:21,False,HS-DEA-0000152,Nova Retail 57 - Rebuild,29727.39,appointmentscheduled,default,2026-01-08,2025-09-26 02:12:19,25,HS-OWN-0004,"[""HS-COMP-000057""]","{""service_line"":""Paid Media""}"
b394fcc3-1743-4d52-a9fc-5ae21139d517,2026-03-27 17:33:21,False,HS-DEA-0000153,Nova Retail 57 - Campaign,116366.0,qualifiedtobuy,default,2024-09-20,2024-06-06 13:53:15,55,HS-OWN-0004,"[""HS-COMP-000057""]","{""service_line"":""Email""}"
924ad871-c1e0-498c-84d7-789f535a2b28,2026-03-27 17:33:21,False,HS-DEA-0000154,North Capital 58 - Growth,18967.12,qualifiedtobuy,default,2026-04-07,2025-12-12 03:16:38,55,HS-OWN-0010,"[""HS-COMP-000058""]","{""service_line"":""Analytics""}"
05307a78-037f-4ede-b0e2-ca3cb1537746,2026-03-27 17:33:21,False,HS-DEA-0000155,North Capital 59 - Campaign,10823.34,closedlost,default,2024-07-20,2024-06-30 21:38:13,0,HS-OWN-0001,"[""HS-COMP-000059""]","{""service_line"":""Analytics""}"
4e889bcd-ebca-4f83-bc8d-d5e5e5d291a9,2026-03-27 17:33:21,False,HS-DEA-0000156,North Capital 59 - Campaign,8390.46,closedlost,default,2025-12-15,2025-10-11 09:55:32,0,HS-OWN-0001,"[""HS-COMP-000059""]","{""service_line"":""Paid Media""}"
a8c0854b-a677-442d-ba61-fb2a517a244b,2026-03-27 17:33:21,False,HS-DEA-0000157,North Capital 59 - Campaign,36622.9,qualifiedtobuy,default,2025-02-07,2024-12-27 15:32:10,55,HS-OWN-0001,"[""HS-COMP-000059""]","{""service_line"":""Paid Media""}"
31485125-f71d-4f97-aef9-cb90c9b0b6d1,2026-03-27 17:33:21,False,HS-DEA-0000158,Bright Capital 60 - Retainer,27937.65,closedlost,default,2025-02-20,2025-01-19 05:28:41,0,HS-OWN-0002,"[""HS-COMP-000060""]","{""service_line"":""Social""}"
07c15ce8-de2c-4b34-978c-bddb783bb15f,2026-03-27 17:33:21,False,HS-DEA-0000159,Bright Capital 60 - Rebuild,118781.42,appointmentscheduled,default,2026-03-04,2025-12-10 19:03:09,25,HS-OWN-0002,"[""HS-COMP-000060""]","{""service_line"":""Web Dev""}"
caf46c1f-d1e1-45b1-8c5b-762da2039a16,2026-03-27 17:33:21,False,HS-DEA-0000160,Bright Capital 60 - Rebuild,44563.92,closedlost,default,2025-09-16,2025-05-24 16:06:12,0,HS-OWN-0002,"[""HS-COMP-000060""]","{""service_line"":""Web Dev""}"
c6111c53-7c23-4eb4-ba4b-af20e9c84db7,2026-03-27 17:33:21,False,HS-DEA-0000161,Blue Labs 61 - Rebuild,32203.38,qualifiedtobuy,default,2025-02-03,2024-12-28 07:35:36,55,HS-OWN-0004,"[""HS-COMP-000061""]","{""service_line"":""Analytics""}"
0c32a9d7-1c2a-47d3-a3e8-84a3808391ce,2026-03-27 17:33:21,False,HS-DEA-0000162,Blue Labs 61 - Growth,110107.7,closedwon,default,2026-02-03,2025-10-22 00:49:55,100,HS-OWN-0004,"[""HS-COMP-000061""]","{""service_line"":""Social""}"
d4203af3-16c1-4a40-a026-13121616ad44,2026-03-27 17:33:21,False,HS-DEA-0000163,Blue Labs 61 - Retainer,69757.52,qualifiedtobuy,default,2025-11-21,2025-09-22 20:57:20,55,HS-OWN-0004,"[""HS-COMP-000061""]","{""service_line"":""Analytics""}"
885dbe1f-0f9e-48df-b35b-b3e893654695,2026-03-27 17:33:21,False,HS-DEA-0000164,Blue Labs 61 - Growth,25189.03,closedwon,default,2026-03-05,2025-12-17 04:31:42,100,HS-OWN-0004,"[""HS-COMP-000061""]","{""service_line"":""SEO""}"
ecc0762e-4282-4ab2-a13b-4ae17c9b9fd5,2026-03-27 17:33:21,False,HS-DEA-0000165,Nova Retail 62 - Retainer,11848.94,closedwon,default,2025-11-11,2025-10-05 14:14:31,100,HS-OWN-0005,"[""HS-COMP-000062""]","{""service_line"":""Email""}"
570a19b2-7575-4360-9233-9367427801f8,2026-03-27 17:33:21,False,HS-DEA-0000166,Nova Retail 62 - Rebuild,102345.3,appointmentscheduled,default,2025-10-29,2025-09-26 02:02:51,25,HS-OWN-0005,"[""HS-COMP-000062""]","{""service_line"":""SEO""}"
600bab12-3e40-4642-acd1-5fdbc21d53c7,2026-03-27 17:33:21,False,HS-DEA-0000167,Nova Retail 62 - Rebuild,72391.92,closedlost,default,2025-04-26,2025-01-11 21:47:33,0,HS-OWN-0005,"[""HS-COMP-000062""]","{""service_line"":""Content""}"
2f38816f-512f-4be2-bc50-18c5bcb66e6b,2026-03-27 17:33:21,False,HS-DEA-0000168,Nova Labs 63 - Rebuild,25939.4,appointmentscheduled,default,2026-05-10,2026-01-17 12:48:54,25,HS-OWN-0010,"[""HS-COMP-000063""]","{""service_line"":""Analytics""}"
7f3ca7f3-bdc0-4be8-a070-4225487a147c,2026-03-27 17:33:21,False,HS-DEA-0000169,Nova Labs 63 - Retainer,112719.1,appointmentscheduled,default,2025-08-27,2025-07-15 14:31:35,25,HS-OWN-0010,"[""HS-COMP-000063""]","{""service_line"":""Content""}"
9e140d79-f69e-4a83-b40d-fb7d4c0bd1e9,2026-03-27 17:33:21,False,HS-DEA-0000170,Nova Labs 63 - Rebuild,44883.16,qualifiedtobuy,default,2025-11-20,2025-10-27 15:45:45,55,HS-OWN-0010,"[""HS-COMP-000063""]","{""service_line"":""Paid Media""}"
e95dd30d-218b-4fc4-b223-bae778ffe074,2026-03-27 17:33:21,False,HS-DEA-0000171,Nova Labs 63 - Rebuild,56362.44,closedwon,default,2025-08-29,2025-08-03 20:56:12,100,HS-OWN-0010,"[""HS-COMP-000063""]","{""service_line"":""Paid Media""}"
f45ca98f-5332-4198-b2bf-028793b8b2d6,2026-03-27 17:33:21,False,HS-DEA-0000172,Blue Health 64 - Retainer,100312.8,appointmentscheduled,default,2025-07-27,2025-05-25 20:10:49,25,HS-OWN-0010,"[""HS-COMP-000064""]","{""service_line"":""Paid Media""}"
f22c4cd8-5a93-4534-aba6-f77dc6193797,2026-03-27 17:33:21,False,HS-DEA-0000173,Blue Health 64 - Rebuild,38914.49,appointmentscheduled,default,2025-04-06,2025-03-13 06:09:47,25,HS-OWN-0010,"[""HS-COMP-000064""]","{""service_line"":""Content""}"
61c7ce0b-d398-4f1c-8d83-713dfd3b1a98,2026-03-27 17:33:21,False,HS-DEA-0000174,Blue Health 64 - Campaign,24562.1,closedwon,default,2024-07-11,2024-06-17 01:46:20,100,HS-OWN-0010,"[""HS-COMP-000064""]","{""service_line"":""Paid Media""}"
1837eb5f-57c9-45b4-b817-23bd74aeac04,2026-03-27 17:33:21,False,HS-DEA-0000175,Bright Labs 65 - Campaign,117055.82,qualifiedtobuy,default,2024-08-10,2024-06-14 09:08:17,55,HS-OWN-0006,"[""HS-COMP-000065""]","{""service_line"":""Social""}"
c091ef8e-3101-47db-a00b-25295bedbc7a,2026-03-27 17:33:21,False,HS-DEA-0000176,Prime Retail 66 - Campaign,15480.74,closedwon,default,2026-05-30,2026-02-20 19:16:52,100,HS-OWN-0003,"[""HS-COMP-000066""]","{""service_line"":""Paid Media""}"
a91fad67-1ab0-411e-86e8-a27811772397,2026-03-27 17:33:21,False,HS-DEA-0000177,Prime Retail 66 - Growth,26457.04,closedwon,default,2025-03-13,2025-01-09 21:52:46,100,HS-OWN-0003,"[""HS-COMP-000066""]","{""service_line"":""Content""}"
2b6ebbe2-c4d1-4c7c-84ca-8e60ef03f531,2026-03-27 17:33:21,False,HS-DEA-0000178,Prime Retail 66 - Rebuild,31017.86,closedwon,default,2025-05-17,2025-03-04 06:54:41,100,HS-OWN-0003,"[""HS-COMP-000066""]","{""service_line"":""Email""}"
868be176-b090-4fbb-bc37-02633a30d8a9,2026-03-27 17:33:21,False,HS-DEA-0000179,Prime Retail 66 - Rebuild,14856.34,appointmentscheduled,default,2024-06-17,2024-05-14 14:35:49,25,HS-OWN-0003,"[""HS-COMP-000066""]","{""service_line"":""Analytics""}"
c018bbc5-415d-4bbd-b6aa-d6948d434349,2026-03-27 17:33:21,False,HS-DEA-0000180,Nova Health 67 - Growth,41771.19,closedwon,default,2026-04-05,2026-01-04 14:27:29,100,HS-OWN-0004,"[""HS-COMP-000067""]","{""service_line"":""SEO""}"
7345f673-9bba-4c8b-8e84-3067ebe1c634,2026-03-27 17:33:21,False,HS-DEA-0000181,Nova Health 67 - Rebuild,68486.23,closedlost,default,2025-04-19,2025-01-23 04:14:54,0,HS-OWN-0004,"[""HS-COMP-000067""]","{""service_line"":""Email""}"
c83b7a34-faff-4351-9e21-332fb6798d0d,2026-03-27 17:33:21,False,HS-DEA-0000182,Nova Capital 68 - Campaign,10668.46,qualifiedtobuy,default,2026-04-14,2026-02-16 16:25:15,55,HS-OWN-0001,"[""HS-COMP-000068""]","{""service_line"":""Content""}"
08149a7a-ccb5-42ad-af80-f02b22a5e0cf,2026-03-27 17:33:21,False,HS-DEA-0000183,Nova Capital 68 - Rebuild,43854.6,appointmentscheduled,default,2026-04-25,2026-02-22 11:25:56,25,HS-OWN-0001,"[""HS-COMP-000068""]","{""service_line"":""Content""}"
d5174b47-1520-49d0-9591-48da42f40a07,2026-03-27 17:33:21,False,HS-DEA-0000184,Nova Capital 68 - Retainer,116837.11,appointmentscheduled,default,2025-01-16,2024-10-31 11:35:46,25,HS-OWN-0001,"[""HS-COMP-000068""]","{""service_line"":""Paid Media""}"
0f0a99b2-9e37-4e98-bd52-bf23ef200c75,2026-03-27 17:33:21,False,HS-DEA-0000185,Nova Capital 68 - Rebuild,94013.55,closedlost,default,2025-03-06,2024-11-16 02:55:02,0,HS-OWN-0001,"[""HS-COMP-000068""]","{""service_line"":""Content""}"
453f60b7-7ffa-4ef4-a44f-8645a9a06461,2026-03-27 17:33:21,False,HS-DEA-0000186,Bright Health 69 - Campaign,36507.41,qualifiedtobuy,default,2026-05-10,2026-03-10 18:53:43,55,HS-OWN-0005,"[""HS-COMP-000069""]","{""service_line"":""Email""}"
3076e354-c1cb-4c36-a09a-d68579d6a7fb,2026-03-27 17:33:21,False,HS-DEA-0000187,North Capital 70 - Growth,79932.54,closedwon,default,2025-10-16,2025-09-05 02:42:39,100,HS-OWN-0008,"[""HS-COMP-000070""]","{""service_line"":""Analytics""}"
8fd7902c-ac35-4372-afe3-124a3aee617b,2026-03-27 17:33:21,False,HS-DEA-0000188,North Capital 70 - Retainer,59521.18,appointmentscheduled,default,2026-03-16,2025-11-23 19:28:13,25,HS-OWN-0008,"[""HS-COMP-000070""]","{""service_line"":""Social""}"
4357c0cc-3ed4-4320-a3cc-09ba19713a1f,2026-03-27 17:33:21,False,HS-DEA-0000189,Bright Digital 71 - Rebuild,63824.08,appointmentscheduled,default,2025-07-22,2025-06-24 17:11:10,25,HS-OWN-0008,"[""HS-COMP-000071""]","{""service_line"":""Email""}"
022f7def-ac75-4ee9-909c-57c4a157574b,2026-03-27 17:33:21,False,HS-DEA-0000190,Bright Digital 71 - Growth,39324.73,closedwon,default,2025-11-11,2025-08-12 12:53:15,100,HS-OWN-0008,"[""HS-COMP-000071""]","{""service_line"":""Web Dev""}"
a7dac46b-86a4-4ae4-98a7-5b9c5d0d6658,2026-03-27 17:33:21,False,HS-DEA-0000191,Bright Digital 71 - Rebuild,78668.4,closedwon,default,2024-07-13,2024-05-16 07:33:53,100,HS-OWN-0008,"[""HS-COMP-000071""]","{""service_line"":""Content""}"
5538ed71-e7a8-48df-a3b8-4789b15d13a7,2026-03-27 17:33:21,False,HS-DEA-0000192,Bright Digital 71 - Retainer,26661.41,closedwon,default,2025-12-03,2025-08-19 08:30:42,100,HS-OWN-0008,"[""HS-COMP-000071""]","{""service_line"":""SEO""}"
