_dataorbit_sync_id,_dataorbit_synced_at,_dataorbit_is_deleted,hs_object_id,name,domain,industry,hubspot_owner_id,createdate,hs_lastmodifieddate,properties
03a450ee-8e02-4e43-b0ea-12b7a5794dce,2026-03-27 17:37:47,False,HS-COMP-000078,North Digital 78,client078.example.com,FinTech,HS-OWN-0008,2024-06-27 17:43:36,2025-09-04 04:57:43,"{""service_line_tags"":[""Content"",""Email""],""contract_type"":""Project"",""retainer_value"":16142.15,""renewal_date"":""2026-06-27""}"
81dc8833-214a-4412-9110-432bef817b64,2026-03-27 17:37:47,False,HS-COMP-000079,Blue Retail 79,client079.example.com,Real Estate,HS-OWN-0004,2025-02-23 19:35:50,2025-10-19 00:17:51,"{""service_line_tags"":[""Social"",""SEO""],""contract_type"":""Hybrid"",""retainer_value"":16473.11,""renewal_date"":""2027-02-23""}"
3a9a8a8d-0d59-4263-af82-67a7e3faee0c,2026-03-27 17:37:47,False,HS-COMP-000080,Blue Capital 80,client080.example.com,FinTech,HS-OWN-0010,2024-07-27 17:23:10,2025-01-30 00:47:49,"{""service_line_tags"":[""Content"",""SEO""],""contract_type"":""Retainer"",""retainer_value"":14919.83,""renewal_date"":""2025-01-23""}"
da8cd283-77eb-4580-b00d-a7b48f209635,2026-03-27 17:37:47,False,HS-COMP-000081,Blue Retail 81,client081.example.com,Retail,HS-OWN-0010,2024-09-23 12:39:34,2025-05-05 07:19:25,"{""service_line_tags"":[""Analytics"",""Paid Media"",""Web Dev""],""contract_type"":""Hybrid"",""retainer_value"":8861.16,""renewal_date"":""2025-09-23""}"
3485b09b-7c6c-4d32-b603-7b7864d97d95,2026-03-27 17:37:47,False,HS-COMP-000082,North Labs 82,client082.example.com,SaaS,HS-OWN-0003,2024-06-24 21:12:54,2025-08-21 20:35:36,"{""service_line_tags"":[""Email"",""Social""],""contract_type"":""Retainer"",""retainer_value"":17071.78,""renewal_date"":""2025-06-24""}"
6715fa65-60af-441d-9c1c-77c65b569080,2026-03-27 17:37:47,False,HS-COMP-000083,Bright Capital 83,client083.example.com,Retail,HS-OWN-0009,2025-12-27 22:34:57,2026-02-21 04:55:51,"{""service_line_tags"":[""Web Dev"",""Analytics"",""SEO""],""contract_type"":""Project"",""retainer_value"":12380.95,""renewal_date"":""2026-12-27""}"
7b23fa5d-1d0f-4357-8d5d-f6dae1a5c377,2026-03-27 17:37:47,False,HS-COMP-000084,Bright Labs 84,client084.example.com,SaaS,HS-OWN-0004,2025-07-05 05:50:28,2025-07-20 17:22:13,"{""service_line_tags"":[""Analytics"",""Email"",""Social""],""contract_type"":""Project"",""retainer_value"":19027.01,""renewal_date"":""2027-07-05""}"
906595b6-8d8e-452e-9743-fec279eb1450,2026-03-27 17:37:47,False,HS-COMP-000085,Blue Retail 85,client085.example.com,FinTech,HS-OWN-0009,2024-04-12 20:21:10,2025-11-27 20:31:10,"{""service_line_tags"":[""Web Dev"",""Content"",""Paid Media""],""contract_type"":""Hybrid"",""retainer_value"":20981.98,""renewal_date"":""2026-04-12""}"
0378eb08-9124-40aa-b569-2476053666ca,2026-03-27 17:37:47,False,HS-COMP-000086,Prime Health 86,client086.example.com,FinTech,HS-OWN-0006,2025-06-25 08:57:53,2025-12-11 15:42:26,"{""service_line_tags"":[""Social"",""SEO""],""contract_type"":""Hybrid"",""retainer_value"":20820.51,""renewal_date"":""2025-12-22""}"
cabf3576-81d1-406f-acb3-0a5463f98a0c,2026-03-27 17:37:47,False,HS-COMP-000087,Bright Capital 87,client087.example.com,E-commerce,HS-OWN-0009,2026-01-22 22:56:00,2026-02-07 13:40:56,"{""service_line_tags"":[""Web Dev""],""contract_type"":""Project"",""retainer_value"":11762.01,""renewal_date"":""2027-01-22""}"
abfd22ac-db55-4d3d-89d9-3ddcb6a2c17f,2026-03-27 17:37:47,False,HS-COMP-000088,Nova Labs 88,client088.example.com,Real Estate,HS-OWN-0009,2024-06-04 03:10:59,2025-02-03 10:12:28,"{""service_line_tags"":[""Web Dev"",""SEO""],""contract_type"":""Project"",""retainer_value"":9773.66,""renewal_date"":""2025-06-04""}"
5d6f5707-6b45-497e-b64d-a94153465837,2026-03-27 17:37:47,False,HS-COMP-000089,Prime Labs 89,client089.example.com,Healthcare,HS-OWN-0005,2024-08-20 10:25:18,2025-09-27 02:49:56,"{""service_line_tags"":[""Paid Media"",""Content"",""Web Dev""],""contract_type"":""Project"",""retainer_value"":16509.26,""renewal_date"":""2025-08-20""}"
45b261e2-71c5-4961-b970-fc2e1f7f4799,2026-03-27 17:37:47,False,HS-COMP-000090,Nova Retail 90,client090.example.com,Real Estate,HS-OWN-0003,2026-02-09 21:48:02,2026-03-15 19:19:14,"{""service_line_tags"":[""Email"",""SEO""],""contract_type"":""Project"",""retainer_value"":5232.09,""renewal_date"":""2028-02-09""}"
3e05514b-a022-4a89-9bf5-7a7ce93b3ddb,2026-03-27 17:37:47,False,HS-COMP-000091,Prime Labs 91,client091.example.com,Real Estate,HS-OWN-0003,2025-05-30 16:20:31,2025-11-05 03:05:26,"{""service_line_tags"":[""Social"",""Content""],""contract_type"":""Retainer"",""retainer_value"":7555.76,""renewal_date"":""2025-11-26""}"
7359cb40-d5f7-4901-b41b-d7b640148ef0,2026-03-27 17:37:47,False,HS-COMP-000092,Prime Retail 92,client092.example.com,FinTech,HS-OWN-0009,2025-04-26 23:41:29,2026-01-25 22:36:15,"{""service_line_tags"":[""Web Dev""],""contract_type"":""Project"",""retainer_value"":11848.53,""renewal_date"":""2026-04-26""}"
f2c19af1-c52f-40a2-aa9e-d76199597f1e,2026-03-27 17:37:47,False,HS-COMP-000093,Blue Health 93,client093.example.com,E-commerce,HS-OWN-0007,2024-08-22 18:51:52,2025-12-01 08:04:21,"{""service_line_tags"":[""Analytics"",""Email""],""contract_type"":""Hybrid"",""retainer_value"":19291.58,""renewal_date"":""2025-02-18""}"
74b0474a-340e-416c-8365-d4405bb06793,2026-03-27 17:37:47,False,HS-COMP-000094,Nova Capital 94,client094.example.com,E-commerce,HS-OWN-0003,2024-10-21 06:05:20,2024-10-23 05:54:31,"{""service_line_tags"":[""Email"",""Web Dev""],""contract_type"":""Project"",""retainer_value"":18836.15,""renewal_date"":""2026-10-21""}"
9d9533fc-f5a5-4b2f-8a1e-236daa1eaef7,2026-03-27 17:37:47,False,HS-COMP-000095,Prime Health 95,client095.example.com,E-commerce,HS-OWN-0004,2024-12-20 19:12:22,2025-09-05 00:20:09,"{""service_line_tags"":[""Paid Media"",""Email"",""Web Dev""],""contract_type"":""Hybrid"",""retainer_value"":19664.64,""renewal_date"":""2025-12-20""}"
8d59efed-b27b-4fdb-a443-2074c70d36d7,2026-03-27 17:37:47,False,HS-COMP-000096,Prime Capital 96,client096.example.com,Real Estate,HS-OWN-0003,2024-09-25 03:32:57,2025-08-10 04:57:07,"{""service_line_tags"":[""SEO"",""Paid Media""],""contract_type"":""Retainer"",""retainer_value"":9658.97,""renewal_date"":""2025-09-25""}"
6f81ce54-9c04-4dfc-8076-c64543f8c8d2,2026-03-27 17:37:47,False,HS-COMP-000097,Blue Digital 97,client097.example.com,FinTech,HS-OWN-0001,2025-04-21 21:00:55,2025-12-07 01:53:44,"{""service_line_tags"":[""Paid Media"",""Web Dev"",""Analytics""],""contract_type"":""Project"",""retainer_value"":22068.26,""renewal_date"":""2026-04-21""}"
9edbca05-6e96-433a-a746-08cfd340f3e3,2026-03-27 17:37:47,False,HS-COMP-000098,Prime Labs 98,client098.example.com,E-commerce,HS-OWN-0006,2024-05-24 20:31:45,2025-05-24 12:28:05,"{""service_line_tags"":[""Analytics"",""Email"",""Web Dev""],""contract_type"":""Project"",""retainer_value"":10117.63,""renewal_date"":""2026-05-24""}"
df581429-67fb-4e02-87ae-a20970aa5aa5,2026-03-27 17:37:47,False,HS-COMP-000099,North Health 99,client099.example.com,Healthcare,HS-OWN-0002,2024-11-28 16:37:17,2025-12-12 16:37:18,"{""service_line_tags"":[""SEO"",""Social""],""contract_type"":""Hybrid"",""retainer_value"":3307.73,""renewal_date"":""2025-05-27""}"
fba0df16-3ed7-4dcd-8385-abcaa930595c,2026-03-27 17:37:47,False,HS-COMP-000100,Bright Labs 100,client100.example.com,SaaS,HS-OWN-0006,2025-09-25 11:06:20,2026-03-13 21:37:10,"{""service_line_tags"":[""Content""],""contract_type"":""Retainer"",""retainer_value"":12482.77,""renewal_date"":""2027-09-25""}"
44e516c3-086b-4632-b2d0-cff127fc2de9,2026-03-27 17:37:47,False,HS-COMP-000101,Prime Digital 101,client101.example.com,Real Estate,HS-OWN-0003,2024-12-31 03:52:14,2025-10-18 07:24:53,"{""service_line_tags"":[""Paid Media""],""contract_type"":""Project"",""retainer_value"":5775.32,""renewal_date"":""2026-12-31""}"
08a6c1ff-a5c3-4fca-a4ae-0bebb33fe108,2026-03-27 17:37:47,False,HS-COMP-000102,Prime Digital 102,client102.example.com,Healthcare,HS-OWN-0004,2024-05-28 01:42:23,2025-09-13 11:27:24,"{""service_line_tags"":[""Social"",""Content""],""contract_type"":""Project"",""retainer_value"":16443.48,""renewal_date"":""2024-11-24""}"
db12c6f3-ccdd-4947-aed7-e59e5743609b,2026-03-27 17:37:47,False,HS-COMP-000103,Bright Digital 103,client103.example.com,Healthcare,HS-OWN-0002,2025-03-19 16:38:41,2025-06-26 20:27:43,"{""service_line_tags"":[""Content"",""Email""],""contract_type"":""Hybrid"",""retainer_value"":2711.44,""renewal_date"":""2026-03-19""}"
45d51538-fdf3-4cc4-9b7f-198509fbce2c,2026-03-27 17:37:47,False,HS-COMP-000104,Bright Retail 104,client104.example.com,FinTech,HS-OWN-0008,2024-11-15 02:16:08,2026-03-26 08:56:58,"{""service_line_tags"":[""Paid Media""],""contract_type"":""Project"",""retainer_value"":18032.05,""renewal_date"":""2025-11-15""}"
a0c6f967-699a-42cf-a541-c901fe6bc4dd,2026-03-27 17:37:47,False,HS-COMP-000105,Bright Labs 105,client105.example.com,E-commerce,HS-OWN-0007,2025-01-17 22:46:31,2025-10-23 18:15:32,"{""service_line_tags"":[""SEO"",""Email""],""contract_type"":""Hybrid"",""retainer_value"":9157.13,""renewal_date"":""2027-01-17""}"
21c69572-9a26-4e77-863f-6736d6ab2fe0,2026-03-27 17:37:47,False,HS-COMP-000106,North Digital 106,client106.example.com,E-commerce,HS-OWN-0006,2026-01-28 15:39:17,2026-02-02 09:56:09,"{""service_line_tags"":[""Social""],""contract_type"":""Hybrid"",""retainer_value"":19266.37,""renewal_date"":""2027-01-28""}"
7a22f28a-fe87-47d0-9747-81dc0dd684a5,2026-03-27 17:37:47,False,HS-COMP-000107,North Labs 107,client107.example.com,Real Estate,HS-OWN-0001,2024-08-22 09:56:48,2025-12-17 16:11:48,"{""service_line_tags"":[""Analytics"",""Web Dev""],""contract_type"":""Project"",""retainer_value"":17749.7,""renewal_date"":""2026-08-22""}"
3be0c186-a128-46c0-b6a5-3a90c8b17a41,2026-03-27 17:37:47,False,HS-COMP-000108,Bright Health 108,client108.example.com,Real Estate,HS-OWN-0007,2024-04-22 15:35:22,2025-07-16 19:37:41,"{""service_line_tags"":[""Paid Media""],""contract_type"":""Project"",""retainer_value"":18978.09,""renewal_date"":""2024-10-19""}"
4e95cabc-d0b1-4a1b-91ec-c9792a51db40,2026-03-27 17:37:47,False,HS-COMP-000109,Nova Digital 109,client109.example.com,Retail,HS-OWN-0003,2024-07-08 09:16:00,2026-03-11 06:55:41,"{""service_line_tags"":[""Analytics"",""Web Dev""],""contract_type"":""Hybrid"",""retainer_value"":22220.36,""renewal_date"":""2025-07-08""}"
f8f86e54-3786-4f12-9abd-0932a7a364af,2026-03-27 17:37:47,False,HS-COMP-000110,Prime Labs 110,client110.example.com,Healthcare,HS-OWN-0004,2025-12-14 03:39:53,2026-02-09 11:07:24,"{""service_line_tags"":[""Social"",""Analytics"",""Web Dev""],""contract_type"":""Hybrid"",""retainer_value"":22083.93,""renewal_date"":""2026-06-12""}"
f2dc9e83-fcf4-4dc1-a187-c2d22a6e407a,2026-03-27 17:37:47,False,HS-COMP-000111,Blue Health 111,client111.example.com,EdTech,HS-OWN-0002,2026-01-13 15:26:58,2026-03-08 18:04:55,"{""service_line_tags"":[""Content"",""Social""],""contract_type"":""Project"",""retainer_value"":4531.81,""renewal_date"":""2027-01-13""}"
6a9a1f65-9b81-4e17-ab5b-2aab6807d088,2026-03-27 17:37:47,False,HS-COMP-000112,Bright Labs 112,client112.example.com,Real Estate,HS-OWN-0004,2025-10-30 12:13:04,2026-03-10 01:33:10,"{""service_line_tags"":[""SEO"",""Email""],""contract_type"":""Project"",""retainer_value"":15652.6,""renewal_date"":""2027-10-30""}"
dc3efff0-b919-4c3d-81ea-6e1a573b5055,2026-03-27 17:37:47,False,HS-COMP-000113,Blue Capital 113,client113.example.com,Real Estate,HS-OWN-0005,2026-02-12 12:57:42,2026-03-11 19:02:55,"{""service_line_tags"":[""Web Dev"",""SEO"",""Paid Media""],""contract_type"":""Project"",""retainer_value"":23093.26,""renewal_date"":""2026-08-11""}"
2bcbba75-3aba-48ea-b457-b241881d18f2,2026-03-27 17:37:47,False,HS-COMP-000114,Blue Retail 114,client114.example.com,EdTech,HS-OWN-0003,2024-05-01 22:57:19,2024-05-30 20:38:22,"{""service_line_tags"":[""Web Dev"",""Content""],""contract_type"":""Project"",""retainer_value"":24908.37,""renewal_date"":""2024-10-28""}"
03a09ce3-f875-464f-8400-65d23dc6e6cd,2026-03-27 17:37:47,False,HS-COMP-000115,Prime Labs 115,client115.example.com,E-commerce,HS-OWN-0008,2025-08-30 12:23:55,2026-02-09 06:56:35,"{""service_line_tags"":[""Web Dev"",""Content"",""SEO""],""contract_type"":""Hybrid"",""retainer_value"":19201.05,""renewal_date"":""2026-02-26""}"
d20b13bf-cce9-4a77-a0e4-0331f96c137b,2026-03-27 17:37:47,False,HS-COMP-000116,Bright Labs 116,client116.example.com,Real Estate,HS-OWN-0006,2025-09-14 21:23:38,2025-11-25 20:11:19,"{""service_line_tags"":[""Social"",""Content"",""SEO""],""contract_type"":""Retainer"",""retainer_value"":12476.12,""renewal_date"":""2026-03-13""}"
66757c90-cd37-4905-aa12-e090d1654c55,2026-03-27 17:37:47,False,HS-COMP-000117,Blue Retail 117,client117.example.com,Real Estate,HS-OWN-0010,2025-01-30 23:29:26,2025-09-02 06:17:36,"{""service_line_tags"":[""SEO""],""contract_type"":""Retainer"",""retainer_value"":24284.65,""renewal_date"":""2026-01-30""}"
1db25ba8-d241-4bc8-9d4d-9ac372778502,2026-03-27 17:37:47,False,HS-COMP-000118,North Labs 118,client118.example.com,E-commerce,HS-OWN-0009,2025-11-28 20:32:38,2026-02-01 14:48:33,"{""service_line_tags"":[""Email""],""contract_type"":""Retainer"",""retainer_value"":24748.47,""renewal_date"":""2027-11-28""}"
b411fae7-fd5d-4ed4-948b-6bae1a751b64,2026-03-27 17:37:47,False,HS-COMP-000119,Blue Health 119,client119.example.com,E-commerce,HS-OWN-0003,2024-09-11 11:15:16,2025-03-11 10:39:52,"{""service_line_tags"":[""Email""],""contract_type"":""Project"",""retainer_value"":19923.29,""renewal_date"":""2026-09-11""}"
d64c385f-5a83-4f7c-83ba-d1bd0a664483,2026-03-27 17:37:47,False,HS-COMP-000120,North Labs 120,client120.example.com,Retail,HS-OWN-0004,2024-10-08 10:09:45,2025-02-20 23:01:28,"{""service_line_tags"":[""Content"",""SEO"",""Paid Media""],""contract_type"":""Retainer"",""retainer_value"":17373.8,""renewal_date"":""2025-04-06""}"
