_dataorbit_sync_id,_dataorbit_synced_at,id,employee_id,time_off_type,start_date,end_date,status,amount,unit
6665dbfd-45bb-4940-875c-7d133b187810,2026-03-27 17:37:47,PTO-000172,BAM-00065,Parental Leave,2024-09-02,2024-09-06,pending,40,hours
c0ba7e5b-e11b-424b-b6c2-90b85648f4af,2026-03-27 17:37:47,PTO-000173,BAM-00051,Sick,2025-04-17,2025-04-26,pending,80,hours
d769db09-c405-41a7-936b-11c90bb0382e,2026-03-27 17:37:47,PTO-000174,BAM-00001,Sick,2026-02-21,2026-03-02,denied,80,hours
6364e0d0-5f61-4e20-bc07-8be3a8a93f99,2026-03-27 17:37:47,PTO-000175,BAM-00053,Vacation,2025-08-26,2025-08-28,denied,24,hours
d87cc2a5-3a4a-401c-aeeb-84ba7c0b557d,2026-03-27 17:37:47,PTO-000176,BAM-00042,Personal,2025-03-05,2025-03-14,denied,10,days
78bcc4b2-7056-4044-8bb0-4f1ec947159e,2026-03-27 17:37:47,PTO-000177,BAM-00055,Sick,2024-09-12,2024-09-21,pending,80,hours
214f4106-4e3e-496c-9bc6-134fec3a8c07,2026-03-27 17:37:47,PTO-000178,BAM-00049,Sick,2025-10-27,2025-10-29,pending,3,days
240b15f5-4128-498d-a1ae-d5817af08a55,2026-03-27 17:37:47,PTO-000179,BAM-00058,Personal,2024-09-05,2024-09-12,denied,8,days
f62c4bd2-f296-476a-84a4-aeabe25a8db2,2026-03-27 17:37:47,PTO-000180,BAM-00053,Parental Leave,2025-10-01,2025-10-10,approved,10,days
1682562a-107d-438a-a5f7-c6c16eb83a3b,2026-03-27 17:37:47,PTO-000181,BAM-00035,Sick,2025-07-18,2025-07-20,pending,3,days
5edebcb4-88b9-42ed-9b56-a9a33ee585bf,2026-03-27 17:37:47,PTO-000182,BAM-00033,Vacation,2025-06-10,2025-06-16,approved,56,hours
1fcef2d0-3f8d-4204-9f3f-793227852d24,2026-03-27 17:37:47,PTO-000183,BAM-00046,Vacation,2024-07-07,2024-07-11,denied,40,hours
028a7898-6380-4f72-bc5c-7fe34dee6cab,2026-03-27 17:37:47,PTO-000184,BAM-00007,Sick,2025-04-18,2025-04-26,denied,72,hours
6c53207c-a58b-4598-b90a-a5878662294a,2026-03-27 17:37:47,PTO-000185,BAM-00050,Sick,2025-09-10,2025-09-18,pending,72,hours
14ca7975-77d2-4aa1-91f6-d6a0d2bfd113,2026-03-27 17:37:47,PTO-000186,BAM-00033,Sick,2025-12-05,2025-12-09,denied,5,days
075a2fdc-eeb1-4f91-bdc1-4f5f42f6a50d,2026-03-27 17:37:47,PTO-000187,BAM-00047,Personal,2024-06-20,2024-06-28,pending,72,hours
035bb36d-63b6-4508-8744-5329adcf46f1,2026-03-27 17:37:47,PTO-000188,BAM-00012,Vacation,2024-11-17,2024-11-21,denied,40,hours
3ddab0a9-daf5-48cb-9df5-9dc6f8da73eb,2026-03-27 17:37:47,PTO-000189,BAM-00030,Sick,2026-01-27,2026-01-30,denied,4,days
151d1827-3f48-4992-8bab-cacfc128632e,2026-03-27 17:37:47,PTO-000190,BAM-00004,Personal,2024-07-29,2024-08-04,pending,7,days
2f9f807c-4969-4d9d-b4aa-2e1b9ec20409,2026-03-27 17:37:47,PTO-000191,BAM-00054,Sick,2025-11-16,2025-11-17,pending,2,days
98d6f487-e514-47af-98a2-e1512963e5f0,2026-03-27 17:37:47,PTO-000192,BAM-00064,Vacation,2025-12-03,2025-12-06,denied,4,days
f637360f-c272-4b9a-a847-5866cf2ad275,2026-03-27 17:37:47,PTO-000193,BAM-00021,Parental Leave,2024-09-06,2024-09-06,approved,1,days
db76895a-c617-4adf-ab23-aef44af7acd7,2026-03-27 17:37:47,PTO-000194,BAM-00013,Vacation,2025-08-22,2025-08-27,approved,6,days
